,Company Name,Salary_USD,Rating
6968,Pheuture Studio,4817,4.4
6969,Philips,8889,3.9
6970,Phoeniixx Designs,6022,3.3
6971,Phoenix Infomedia,3324,3.7999999999999994
6972,Phoenix Knowledge Managment,6022,1.4
6973,Phoenix Medical Systems,3324,3.0
6974,Phoenixgen Systems,1445,4.0
6975,PhonePe,20805,4.24
6976,Photon,12607,3.8117647058823527
6977,Php Expert Technologies,4336,3.3
6978,Physiz,1445,4.4
6979,PiOctave,6744,4.7
6980,PicNtic Travels,1879,4.3
6981,Picasso Games,2457,5.0
6982,Piccosoft Software Labs India,1156,4.6
6983,Pick My Solar,9635,4.2
6984,PickMyAd,2746,4.7
6985,PickYourTrail,15656,4.2
6986,PickZy,6022,3.8
6987,Pickcel,1806,4.3
6988,Pickering Firm,723,3.6
6989,Pickrr Technologies,8731,4.4
6990,Pierce Infotech,2023,4.0
6991,Pietech Solution,2409,4.1
6992,Piktorlabs,7772,3.4
6993,Piku Sports and Entrainment,2890,4.0
6994,Pilog,3613,4.2
6995,Pindrop Music,5684,4.4
6996,Pinecroft Realty,2409,5.0
6997,Pingala Software India,14452,4.5
6998,Pinite Info Solutions,1204,4.0
6999,Pink Lemonade,2770,3.7
7000,Pink Tech Design,2409,3.1
7001,PinkBlue.in,10839,3.4
7002,Pinnacle CSS,2023,5.0
7003,Pinnium Brands,2409,3.6
7004,Pioneer,6022,4.4
7005,Pioneer Electronics,6359,3.4
7006,Pioneer Infoworld,1879,3.5
7007,PipeCandy,6022,4.7
7008,Piratica IT Services and Training,10839,5.0
7009,Pitasys Softwares,2023,3.4
7010,Pitch2Ad,2409,5.0
7011,Pitney Bowes,9032,3.6
7012,Pitstop,2168,3.5
7013,Pixaflip,6022,4.2
7014,Pixel Mavericks,7949,4.2
7015,Pixel Softek,3773,4.1
7016,Pixel6,1445,5.0
7017,Pixelvide,4480,4.5
7018,Pixis,7177,3.9
7019,Pixpa,2023,4.0
7020,Pixuate,7226,5.0
7021,Piyush Steels,6937,3.7
7022,Pk,9635,3.9
7023,Planet Fitness,3613,3.4
7024,Planet Spark,8960,3.9
7025,Planet Superheroes,4817,3.3
7026,Planeteria,6022,2.7
7027,Planful,17797,4.6
7028,Planit,5219,3.7000000000000006
7029,Planit Testing,6022,4.2
7030,Planon,11441,4.1
7031,Plant Infotech,3613,5.0
7032,Planview,24086,4.2
7033,Planys Technologies,1734,3.7
7034,Plate IQ,25893,4.5
7035,Plato Digieducation,7226,5.0
7036,Plavaga,7226,4.1
7037,Plaxonic Technologies,3179,4.8
7038,Play Games24x7,11437,4.1
7039,PlaySimple Games,2746,3.9
7040,PlayStation,2601,3.9
7041,Playablo,4817,4.6
7042,Playboy,7226,4.3
7043,Playdom,16860,3.5
7044,PlayerOrbit,8430,3.95
7045,Playment,17462,4.1
7046,Plc programming,6022,4.1
7047,Pleasonton Web Design,3035,4.4
7048,Plexasys Solutions,2409,3.2
7049,Plexi Innovative Healthcare,5492,5.0
7050,Plianto Technologies,4769,3.0
7051,Plintron Global Technology Solutions,10839,3.2
7052,Plivo,17177,4.1
7053,Plix,14452,3.0
7054,Plobal,2746,4.5
7055,Plotline,5492,4.0
7056,Pluang,19670,4.1
7057,Plug2Field ESOP,3613,3.8
7058,Plumsoft,3613,3.7
7059,Pluribus Networks,12043,3.8
7060,PocketFM,3589,3.9
7061,PocketPills,15656,4.8
7062,PointCross Life Sciences,9635,3.8
7063,Pointel Solutions,3010,2.7
7064,Pojo Labs,2409,5.0
7065,Polaris,10839,3.6
7066,Polaris FT,6226,3.8
7067,Polaris Networks,7659,3.3
7068,Pole To Win,4387,3.6076923076923078
7069,PolicyBazaar,10622,3.8499999999999996
7070,Poly Infosoft,2456,3.7
7071,Polycom,13248,3.1
7072,Polícia Militar do Estado de São Paulo (PMESP),7081,3.9
7073,Poojitha,4817,4.1
7074,Pools of Fun,9635,5.0
7075,Poornasree Equipments,1734,5.0
7076,Poorvika Mobiles,3613,3.9
7077,PopcornApps,3613,4.3
7078,Portel Logistic Technologies,15656,3.8
7079,Porter,26495,3.6
7080,Porter Novelli,8430,3.7
7081,Poshmark,10839,4.2
7082,Posidex Technologies,6022,3.6
7083,Position2,4215,4.1
7084,PositiveEdge Solutions,9249,4.0
7085,Positron,3035,3.6
7086,Postman,10104,4.5
7087,Postpositives Social Media,867,4.0
7088,Power Centre,1879,2.6
7089,Power Home Remodeling,2408,4.5
7090,PowerPlay,4769,3.2
7091,PowerSchool Group,13536,3.8
7092,Powerupcloud Technologies,7226,3.8
7093,Powerwave Technologies,10839,3.1
7094,Prabhat Group,2409,4.3
7095,PractiSkills,1734,4.0
7096,Practo Technologies,9118,4.0
7097,Pragati (India),4047,3.6
7098,Pragmagic Labs,2457,5.0
7099,Pragmatic Play,31312,4.2
7100,Pragmatic Solutions,1204,2.9
7101,Pragna Technologies,5203,3.3
7102,Prakash Sachin & Co.,3035,2.8
7103,Prakat Solutions,6624,3.8
7104,Praktice Ai,3613,2.4
7105,Prakyath Applications,7442,4.1
7106,Pralay meshram,2409,3.95
7107,Pramata,13248,4.2
7108,Pramati Technologies,14551,4.35
7109,Prana Websolutions,5781,4.1
7110,Pranava Technologies (UK),7226,4.0
7111,Pranion,6022,3.7
7112,Prashant Singh,289,4.0
7113,Prashanth Projects,1590,3.8
7114,Prateek Alloys,6503,4.1
7115,Pratham Software,7226,4.1
7116,Pratham Vision,2409,4.3
7117,Prathista Industries,1879,3.1
7118,Pratian Technologies,6623,4.0
7119,PratikaPro,3613,3.3
7120,Pratiksha Garkar,1204,3.8
7121,Pratilipi,12043,4.4
7122,Pratiti Technologies,11296,4.0
7123,Praveen M,4817,3.9
7124,Praveen Spinners,7226,4.2
7125,Praveen kumar R,2168,4.0
7126,Pravin Electricals,1156,2.7
7127,Praxello,3613,3.0
7128,Praxien,2023,2.9
7129,Prazas Learning,21678,1.9
7130,PreCloud Technologies,2890,5.0
7131,Precily,2746,3.6
7132,Precise Automation & Robotics,3613,2.8
7133,Precisely,8430,3.4
7134,PredOmix Technologies,7226,2.0
7135,PredictiVu,7226,4.3
7136,Preeminence,14452,4.1
7137,Prem Christopher A,3613,4.0
7138,Prematix Software Solution,2409,3.7
7139,Premium Retail Services,6022,3.6
7140,Premtek,30108,3.2
7141,PrepBytes,8527,3.8
7142,Preqin,21678,4.0
7143,Prescient Technologies,16860,4.1
7144,Presenova Management Solutions,2457,2.3
7145,Present Mirror,11851,4.0
7146,Presidency University (Bangalore),4480,3.8
7147,Press Ganey,6022,3.6
7148,Pressplay,2312,2.6
7149,Prestige Group (Bangalore),7226,3.7
7150,Pretlist,13248,3.5
7151,PrettySecrets.com,3613,2.8
7152,Preva Systems,4817,3.1
7153,Prevaj Consultants,13248,4.6
7154,Priceline.com,21677,4.2
7155,Pricyfy,2601,1.0
7156,PrimEra Medical Technologies,10839,3.6
7157,Primatech Digital,4817,4.0
7158,Primathon,5218,4.8
7159,Prime Datamatics,7226,4.0
7160,Prime Focus Technologies,7924,3.1
7161,Prime KI Software Solutions,4817,3.8
7162,Prime Minds,3468,3.6
7163,PrimeNumbers,1734,4.1
7164,PrimeScrypt,3468,4.0
7165,Primedigital Global,14452,4.1
7166,Primenumbers Technologies,7828,4.1
7167,"Primesoft (Piscataway, NJ)",2890,4.4
7168,Primus Global Services,12043,4.1
7169,Primus Software,7226,4.0
7170,Prince Kumar,9635,4.0
7171,Princeton Hive Store,4817,2.9
7172,Principal Financial Group,12043,4.0
7173,Principal Global Solutions,7226,4.0
7174,Prisha Tours,14307,3.9
7175,Prishth Technosoft,9635,4.5
7176,Prism Manpower Services,3613,5.0
7177,Prismberry,2416,4.0
7178,Prisms Communications,1301,4.1
7179,Pristine Business Solution,2409,4.2
7180,Pristyn Care,4697,4.2
7181,Prithvi,4191,3.0
7182,Pritish Nandy Communications,2409,3.4
7183,Privado,2746,4.1
7184,Private,5588,4.1
7185,Private Practice Group,7081,4.2
7186,PrivateCircle,6022,4.6
7187,Priyadarshini Engineering College,7226,4.0
7188,Priyanka,4275,4.0
7189,Priyanka Communications India,5251,4.0
7190,Priyanshu,14452,4.0
7191,Pro Innovative Technologies,2023,3.7
7192,Pro-Link Technosoft,3179,2.0
7193,ProArch,6022,4.0
7194,ProError,1204,4.6
7195,ProMobi Technologies,6022,4.2
7196,ProPhoenix Corporation,7226,3.8
7197,ProRetention,3179,3.4
7198,ProV International,6022,4.0
7199,Probistick Technologies,4336,3.0
7200,Probus Sense,2409,3.9
7201,Probus Software,2168,3.9
7202,Probyto,3613,3.7
7203,Procedure Technologies,6022,4.9
7204,Process Excellence,2890,3.8
7205,Processware Systems,22882,4.0
7206,Procol,2890,4.7
7207,Prodapt Solutions,12364,3.7000000000000006
7208,Prodigy Systems and Services,4047,3.8
7209,Prof. Rama Reddy College of Engineering Technology,4817,4.4
7210,Profarma Specialty,4817,4.0
7211,Profcyma Career Solutions,6022,4.2
7212,Profecia Links Consulting,4014,3.4
7213,Proffus,2890,4.5
7214,Profusion,1445,4.5
7215,Programming Pathshala,2746,5.0
7216,Progress,14652,4.1
7217,Project Assistant,2312,4.5
7218,Project ECHO,2023,3.5
7219,Project42 Labs,3035,3.2
7220,ProjectCentre,1879,3.8
7221,Projectplace,10839,3.8
7222,Prolific,6022,3.4
7223,Prolifics,4129,3.6
7224,Prolitus Technologies,3468,3.0
7225,Prologic First,3902,4.0
7226,Promaestro Techsource,4480,4.4
7227,Promatics,3613,3.7
7228,Promenant Innovation Labs,1156,3.0
7229,Prometric,7226,3.2
7230,PromptCloud,3613,4.3
7231,Pronisi,1012,4.0
7232,Pronto IT Labs,8430,4.1
7233,PropStory,2601,4.3
7234,Proptiger,15258,4.6
7235,Prosols Technology,2505,3.7
7236,Prospance,11368,3.1
7237,Prospect Infosys,2409,3.2
7238,Prospecta,4817,4.1
7239,Prosper Channel Lifescience India,4215,3.7
7240,Prosper Overseas,2168,4.5
7241,Prospus,7274,3.6
7242,ProtaTech,13296,3.0
7243,ProtoTech Solutions,1734,4.0
7244,Proton Expert Systems & Solutions,2408,4.0
7245,Protonshub Technologies,7226,4.3
7246,Protrainy,1445,4.7
7247,Provab Technosoft,5289,3.4
7248,Provakil Technologies,6022,3.5
7249,Provana,3613,3.6
7250,Proven Solution,6022,5.0
7251,Provenlogic,2409,3.3
7252,Provility,3613,5.0
7253,Province Infotech,5492,4.4
7254,Prowess Software,2409,3.3
7255,Prowesstech Solution,2601,4.3
7256,Prowide Solutions,10839,1.8
7257,Prutech Solutions,2409,4.2
7258,Prysm,6022,3.7
7259,PuStack,8430,4.0
7260,PubMatic,13247,4.3
7261,Pubburps,1301,3.1
7262,PublicVibe,5419,4.8
7263,Publicis Groupe,10839,3.8
7264,Publicis Sapient,10578,3.8999999999999995
7265,Publix,12043,3.8
7266,Pucho,723,2.2
7267,PugMarker,3035,2.8
7268,Pulker Farma,6022,3.9
7269,Pulkit Mehta,4817,4.0
7270,Pulp Strategy,4697,4.3
7271,Pulvitec,9635,2.6
7272,Punchh,28904,4.3
7273,Pune Institute of Business Management,8743,3.7
7274,Pune Institute of Computer Technology,3613,4.4
7275,Punisher,2746,3.9
7276,PupilMark,1301,4.0
7277,PureSoftware,20473,4.0
7278,Purple Tutor,1301,3.6
7279,PurpleFront,4817,3.6
7280,PurpleSense Digital Solutions,3540,4.0
7281,PurpleTalk,5058,3.6800000000000006
7282,Purpleslate,4817,4.6
7283,Purplle.com,8117,3.7
7284,Pushkal IT Solution,6792,4.6
7285,PushpGanga Ventures,2409,3.8
7286,Pushpak.ai,3613,4.0
7287,Pushpam Group,4480,3.9
7288,Puvi,3829,3.95
7289,PwC,5473,3.9
7290,Pychamp,13247,3.0
7291,PykUpz Technologies,3613,4.0
7292,Pyramid Consulting,7659,3.9
7293,Pyramidion Solutions,3613,4.8
7294,Pyramidions solutions,2312,4.2
7295,Pyro Networks,4480,2.6
7296,Pythian,2409,3.2
7297,Python Developer,5853,4.6
7298,Python Engenharia,4191,2.6
7299,Python Software Foundation,2119,4.8
7300,PythonAnywhere,4745,4.7
7301,Pythonmate,6022,4.1
7302,Q,9635,4.0
7303,Q3 Technologies,9442,3.9
7304,QA InfoTech,7605,3.7000000000000006
7305,QAIT DevLabs,7226,3.9
7306,QBurst,6744,4.5
7307,QED42,11441,4.6
7308,QM Technologies,7226,4.0
7309,QO-BOX,2409,4.9
7310,QSG Technologies,2071,3.1
7311,QSS Technosoft,6624,4.35
7312,QSpiders,4817,4.1
7313,QTalk,6527,4.4
7314,QThrust,7226,3.6
7315,Qapita,10839,4.8
7316,Qapitol QA,7659,4.5
7317,Qentelli,10839,4.0
7318,Qk,7226,3.9
7319,Qleverlabs Technologies,7226,3.2
7320,Qolsys,16860,3.8
7321,QorQl,2601,3.5
7322,Qsome Technologies,4817,3.9
7323,Qsource Global Consulting,8430,3.3
7324,QuHu,1445,4.5
7325,Quadeye,2409,4.3
7326,Quadlabs Technologies,6623,4.5
7327,Quadlogix,3179,3.3
7328,Quadrant Resource,2890,4.0
7329,Quadrant Systems,6022,3.9
7330,Quaere e-Technologies Pvt. Ltd.,3613,4.5
7331,Quagnitia Systems,3107,3.0
7332,Qualcomm,10148,4.111111111111111
7333,Qualcomm Technologies,13649,4.2
7334,QualiTLabs,3902,4.9
7335,Qualirede,2409,3.6
7336,Qualitas Global Services,6022,3.7
7337,QualitasIT,7226,4.2
7338,Qualitest,4817,3.6
7339,Qualitest International,1204,3.1
7340,Qualitrix,3613,4.5
7341,Quality,2409,3.6
7342,Quality & Service Commercial Landscaping,13248,3.5
7343,Quality Associates,3613,3.6
7344,Quality Check,5058,4.2
7345,Quality Engineering,3011,4.3
7346,Quality Ideas Lab,1204,4.0
7347,Quality Testing & Engineering,3902,4.3
7348,QualityKiosk,8430,3.7
7349,Qualtech Telesys,4914,5.0
7350,Qualtel Solutions,2023,5.0
7351,Qualtrics,7226,4.2
7352,Qualys,24688,3.6
7353,Qualyval Consulting,1156,4.0
7354,QuantCube Technology,12043,3.8
7355,QuantInsti Quantitative Learning,18065,4.1
7356,Quantazone,3613,4.3
7357,Quantified HR,18065,5.0
7358,Quantiphi,9634,3.7999999999999994
7359,Quantta Analytics,10839,3.7
7360,Quantum Asia,51786,4.4
7361,Quantum Business Solutions & Outsourcing,6022,4.0
7362,Quantum Core Info Systems,19269,4.4
7363,Quantum CorpHealth,3613,4.5
7364,Quantum IT Innovation,3323,3.6
7365,Quantum Technologies,3613,4.3
7366,Quark Software,12043,3.7
7367,Quarks Technosoft,1734,4.5
7368,Quartesian,6937,3.8
7369,Qube Cinema,5347,4.066666666666666
7370,Qubercomm Technologies,4817,3.9
7371,Queppelin Technology Solutions,7226,4.4
7372,Quess,13825,3.6
7373,Quest Diagnostics,6599,3.5
7374,Quest Global,7791,3.1
7375,Quest Software,13248,3.5
7376,QueueBuster,13248,4.3
7377,QuicSolv Technologies,5564,3.8
7378,Quick Heal,10838,4.0
7379,QuickMove Technologies,3613,3.8
7380,QuickRide,5620,3.7000000000000006
7381,Quickarrange International,1734,3.8
7382,Quickplay,1445,3.1
7383,QuietGrowth,6022,3.8
7384,Quikr India,8237,3.4
7385,QuillHash,8430,3.8
7386,Quinbay,10738,3.9416666666666664
7387,Quinnox,9357,3.8
7388,Quintessence Business Solutions & Services,2409,3.8
7389,Quintessential Design (India),10839,5.0
7390,QuintilesIMS,7226,3.9
7391,Quintype,13247,4.4
7392,Quizizz,24688,4.9
7393,Qumu,15656,3.8
7394,Quoality,6022,5.0
7395,Quokka Labs,4191,4.9
7396,Quor,8430,3.7
7397,Quotes Relation ltd,2746,3.9
7398,Quotient,10838,3.7999999999999994
7399,Quotient Four Technologies,2601,4.0
7400,QuyTech,8286,3.9
7401,Qvantel,10774,3.1666666666666665
7402,Qwertee,9683,3.4
7403,Qwerty,13874,4.0
7404,Qwerty Concepts,5419,4.35
7405,QwikCilver Solutions,9635,4.1
7406,R Systems,5997,3.8
7407,R.C.A. Rubber,1734,4.0
7408,R.R. Donnelley,2409,3.4
7409,RA Music,2409,5.0
7410,RA-METAL Ferramenteria,1204,3.4
7411,RAHUL PANT,22882,4.0
7412,RAJA,4769,4.0
7413,RAM,10237,3.8
7414,RAM Informatics,3613,3.3
7415,RAT – Spezialmaschinen,1204,4.0
7416,RATAN,10983,4.5
7417,RBC,10437,4.0
7418,RBL Bank,8430,3.7
7419,RCG Global Services,24086,3.3
7420,RCS TECHNOLOGY,1806,3.2
7421,RD Bytes,2023,3.8
7422,RDA Labs,12043,4.6
7423,RDM India,2023,3.1
7424,RDS (Right Decision Systems),1445,2.7
7425,REACH Technologies,723,4.7
7426,REALBRIDGE e-Marketing Solutions,4817,4.1
7427,REDspace,10694,4.1
7428,REJAG Technologies,1445,4.4
7429,RELX,8430,3.9
7430,REM Sales,3613,3.5
7431,RENDUS Technologies,3613,4.5
7432,REPLETE Business Solutions,6503,3.2
7433,REVA University,3757,3.9
7434,REVE Systems,9634,3.7000000000000006
7435,REX Technologie,2409,4.0
7436,RF-MiCE Solutions,3613,5.0
7437,RG,7226,4.0
7438,RG Infotech,2601,3.8
7439,RGUKT,8430,4.4
7440,RHBUS,2312,5.0
7441,RIG Enterprise Applications,7828,4.1
7442,RIMUS Technologies,3757,4.5
7443,RK Info Systems,1991,3.2000000000000006
7444,RKCP Information Technology,8599,5.0
7445,RKDF IST,3613,3.6
7446,RLabs Enterprise Services,13296,3.1
7447,RM,6937,3.7
7448,RMSI (India),5612,4.0
7449,RMgX,7226,4.4
7450,RNI TECH,6022,4.0
7451,ROHIT KUMAR MODI,7828,3.9
7452,RONAL,3613,3.4
7453,ROSS,3468,3.2
7454,RPA Labs,9635,4.2
7455,RS sIgnatoure Solutions,2746,2.2
7456,RSAB,15656,3.7
7457,RSL Solution,1445,3.2
7458,RSPL Limited,8430,3.7
7459,RSR Infotech,3613,4.0
7460,RSalesArm IT Services,2409,4.1
7461,RSoft Technologies,1734,4.5
7462,RTDService,8430,4.4
7463,RV Solutions,8238,4.1
7464,RWS Group,7828,3.6
7465,RaRa Delivery,10020,4.7
7466,Raabnits,3613,4.0
7467,Raaga,2168,2.0
7468,Raaz,3613,3.5
7469,RabbitHole,1246,4.0
7470,Rabbler,1204,5.0
7471,Rackspace Technology,16205,3.6
7472,Radheshyam Enterprises,8430,4.0
7473,RadiSys,14451,4.5
7474,Radiansys,4817,3.8
7475,Radiant Systems,9635,3.3
7476,Radical IT Solutions,5636,4.4
7477,Radical Softtech Systems,2408,3.5
7478,Radicant Software Solutions,4191,4.0
7479,Radiolocus,13248,3.9
7480,Radius Agent,19028,3.7
7481,Radix Health,7226,4.2
7482,RadixBit Technologies,2409,5.0
7483,Raga Designers,2168,3.1
7484,Rage Communications,7515,3.5
7485,Raghav Enterprises,4817,3.8
7486,Raghav Industries,9105,4.4
7487,Raghavendra Rathore Jodhpur,37334,2.4
7488,Raghavendra Shipping Services,4817,4.0
7489,Raghu Engineering College,4648,4.0
7490,Ragus BPO,9827,4.5
7491,Rahul Biswas,15656,4.0
7492,Rahul Industries,6615,3.9
7493,Rahul Infotech,7511,3.815384615384615
7494,Rahul Kumar Mahato,4191,4.0
7495,Rahul Mishra,20473,4.3
7496,Rahul Sawant,2746,3.8
7497,Rahul Traders,7828,3.7
7498,Rahul kumar,2746,4.0
7499,Rahul's IAS,2409,4.5
7500,Raider Data Services,2746,4.2
7501,RailYatri,8430,2.8
7502,Railz,14452,4.5
7503,Raintree Computing,3348,3.8
7504,Raj Kumar Singh,12043,4.0
7505,Raj Nandini Estates,15656,3.9
7506,Raj patil,15656,3.9
7507,Raja Software Labs,8042,4.0
7508,Raja technical solutions,2409,3.9
7509,Rajababu,3902,3.9
7510,Rajalakshmi Engineering College,4576,4.0
7511,Rajasri Infotech,3902,4.7
7512,Rajat Minerals,8430,3.7
7513,Rajeev Institute Of Technology,4625,3.6
7514,Rajendra Capital,3613,5.0
7515,Rajendra Infotech,6022,3.0
7516,Rajesh,3613,4.0
7517,Rajesh Exports,4817,4.0
7518,Rajesh Motors,7306,3.9
7519,Rajesh kumar M,10236,3.6
7520,Rajeshwar Reddy,9635,3.9
7521,Rajeshwari Marketing,7226,3.7
7522,Rajmith,51786,4.3
7523,Raju Tech,9634,3.8
7524,Rajuri Steels,1806,3.7
7525,Rakesh Jain,10839,4.0
7526,Rakesh Mehra,7804,3.8
7527,Rakesh Reddy,4480,4.1
7528,Rakesh Sharma,3324,3.9
7529,Rakesh kumara,8430,4.0
7530,Rakuten,10577,3.2714285714285714
7531,Rakuten Advertising,22882,3.7
7532,Rakvin,2023,3.0
7533,Ralcorp,3613,3.7
7534,Ralecon IT Consulting Services,6022,4.0
7535,Raltin,4817,5.0
7536,Ram Devi Jindal Group of Professional Institutes,4817,1.0
7537,Ram Jethmalani,1204,4.0
7538,Ram Pharmaceutical Industries,6022,4.5
7539,Ramboll,1613,3.9
7540,Ramcides,11995,5.0
7541,Ramco Systems,8847,3.7999999999999994
7542,Ramesh & Co,20473,3.5
7543,Ramesh & Co.,4992,3.9
7544,Ramesh Kanta,6022,3.9
7545,Ramesh M. Patel & Co.,3613,3.9
7546,Ramesh babu,19269,4.0
7547,Ramesh chandra Menon,18065,4.0
7548,Ramesh kankariya,6022,3.9
7549,Ramireddy Subbarami Reddy Engineering College,9635,3.0
7550,Ramkys Tech,13874,4.0
7551,Ramp Technology,3613,3.1
7552,Ramson Softech,1734,5.0
7553,Ramuza,9635,3.8
7554,Ranak,1012,2.0
7555,Rancore Technologies,5058,2.9
7556,Random,11240,4.0
7557,Random Math,4817,5.0
7558,Random Trees,1204,4.3
7559,RandomStorm,15656,4.0
7560,Randomly,12043,3.8
7561,Randstad,5684,3.9
7562,Rangam Infotech,14452,4.4
7563,Rani Yadav,1445,4.0
7564,Ranjana Khan,9514,3.6
7565,Ranjith kumar p,7081,3.9
7566,RankItRight Media,10983,4.5
7567,RankWatch,3179,3.5
7568,Ranosys Technologies,6937,3.9
7569,Rao IIT Academy,3902,4.1
7570,RapDev,4817,3.0
7571,RapiPay Fintech,7402,4.2
7572,Rapid Acceleration Partners,2168,3.5
7573,Rapid Care,3035,3.3
7574,Rapid Global Business Solutions (RGBSI),3613,3.8
7575,Rapid Technologies,2312,3.7
7576,RapidAlley,3613,4.0
7577,RapidValue Solutions,9635,4.1
7578,Rapidera,6021,3.1
7579,Rapido,13248,4.2
7580,Rapidsoft Technologies,4817,3.5
7581,Rapiscan Systems,8430,3.3
7582,Rapyuta Robotics,12043,4.4
7583,Raqmiyat LLC,4769,3.5
7584,Rare Medium,13248,3.2
7585,Ratan Jaipur,3613,2.6
7586,Rational Bits Technologies,4817,4.0
7587,Rave Cyber Solutions,4191,3.0
7588,Raven Innovations,1228,4.5
7589,Ravi gowda,3179,3.9
7590,Ravi kanuganti,12043,3.9
7591,Ravinia Music Festival,5395,3.8499999999999996
7592,Ravsoft Solutions,2601,3.4
7593,Rax-Tech International,3757,4.0
7594,Ray Business Technologies,4215,4.1
7595,Rayabhari Technologies,3613,3.5
7596,Raybaby,6022,2.5
7597,Rayies Global Solutions,3613,3.9
7598,Razorpay,20311,4.1
7599,Razorpod Technologies,3757,4.5
7600,Razorse Software,5058,3.3
7601,Razorthink,6824,4.6
7602,ReDIM,2818,3.5
7603,Reach Mobile,12043,4.7
7604,ReactJS,6022,4.7
7605,Real Estate One,10839,4.7
7606,RealNetworks,2442,3.3
7607,RealPage,11834,3.5
7608,RealThingks Automotive Engineering,4817,5.0
7609,Realtime,14163,3.5
7610,Realtor.com,4817,3.7
7611,Rebaca Technologies,2457,3.5
7612,Rebel Foods (Formerly Faasos),9356,3.8
7613,Recenter,4817,4.0
7614,Recenturesoft,4400,4.1
7615,Recibo Technologies,3394,4.5
7616,Reckonsys,6391,4.5
7617,RecoSense Infosolutions,6623,3.2
7618,Recotap,10839,4.0
7619,Recro,12645,4.5
7620,Recruit Holdings,9635,4.1
7621,Recruiting Monk,1012,4.5
7622,Recruitly (UK),2890,2.9
7623,Recruitrix,18065,4.0
7624,Red Baron,6551,3.3
7625,Red Bus,9635,4.7
7626,Red Ginger Technologies,4817,4.0
7627,Red Hat,12303,4.4
7628,Red Robin,2023,3.4
7629,RedBuyers,3468,5.0
7630,RedCarpet,2649,3.6
7631,RedRock DigiMark,5419,2.7
7632,RedRock IT Solutions,3613,5.0
7633,Redbytes,3613,3.9
7634,Redcliffe Life Tech,1927,4.9
7635,Redefine Techsoft,2409,4.2
7636,Redgate Software,1012,4.4
7637,Redhat Safety Training & Consulting,8430,4.2
7638,Redian Software,10839,3.9
7639,Redintegro Consulting Solutions,6022,3.4
7640,ReelBox Media Entertainment Pvt. Ltd,2457,5.0
7641,Refier,7226,5.0
7642,Refine Interactive,1204,3.6
7643,Reflections Info Systems,4336,4.1
7644,Reflektive,14853,3.7999999999999994
7645,Reflexis Systems,7627,3.4
7646,ReformX Consulting,1959,4.5
7647,Regal Software Technologies,16860,4.6
7648,RegalarTech,7226,5.0
7649,Regalix,5419,3.6
7650,Regional Transportation District,13729,3.3
7651,Rehash Technologies,4865,3.6
7652,Rehlat,6423,4.0
7653,Reinforced Plastic Industries,6503,4.0
7654,Relate Software,6648,4.6
7655,Relayapt,9843,4.0
7656,Relevance Lab,5620,3.6
7657,Relevel,2890,4.5
7658,Relgo Networks,4817,2.5
7659,Reliable Software Technology,4191,3.9
7660,Reliance Communications,6286,3.7
7661,Reliance Games,2746,3.8
7662,Reliance Industries,9720,3.888888888888889
7663,Religate technologies,7948,4.0
7664,Relyon Softech,1590,3.9
7665,RemitBee,10839,4.3
7666,Remoba,8527,4.4
7667,RemoteState,5419,5.0
7668,Remunance Services,6022,4.0
7669,Renacle,2890,3.8
7670,Renaissance Technologies,1734,4.0
7671,Renault Nissan Automotive India,2409,3.8
7672,Renault Nissan Technology & Business Centre,7675,3.5999999999999996
7673,Renault-Nissan Alliance,2168,3.9
7674,Renavo Technologies,2409,4.4
7675,Rencata,20473,3.9
7676,RenderPub,6022,4.7
7677,RenewBuy,15254,4.2
7678,Renfort Digital,1156,4.0
7679,RentOnGo,11561,4.0
7680,RentoMojo,13038,3.5
7681,Repos Energy,6913,3.6500000000000004
7682,Repsoft Consultancy Services,3035,4.0
7683,RepuSight,4817,3.5
7684,Republic Services,2168,3.6
7685,Reputation,10622,4.1
7686,ResBird Technologies,7804,3.3
7687,ResMed,20473,3.9
7688,Resideo,2409,3.8
7689,Resilinc,15644,3.6
7690,"Resnick & Louis, P.C.",9635,3.1
